SNID,redshift,type,code,sample
7380.0,0.7772711999999999,II_V19,42.0,train
4929.0,0.26126748,II_V19,42.0,train
5451.0,0.34264759999999994,II-NMF,42.0,train
2715.0,0.26688379999999995,II-NMF,42.0,train
480.0,0.7186846,II_V19,42.0,train
3362.0,0.69625014,IIn,42.0,train
7477.0,0.31938154,II-NMF,42.0,train
4859.0,0.32967135,II-NMF,42.0,train
2062.0,0.31890714,IIn,42.0,train
8605.0,0.3358064,II-NMF,42.0,train
7902.0,0.1981455,IIn,42.0,train
3745.0,1.0192798,IIn,42.0,train
3266.0,0.23768997,II_V19,42.0,train
5269.0,0.77218646,II_V19,42.0,train
5551.0,0.62530154,II_V19,42.0,train
8097.0,0.34778259999999994,IIn,42.0,train
6691.0,0.21977054,II-NMF,42.0,train
4498.0,0.29965383,II-NMF,42.0,train
3346.0,0.37103045,II-NMF,42.0,train
5066.0,0.26247367,II-NMF,42.0,train
5324.0,0.69448,IIn,42.0,train
4794.0,0.3954601,II-NMF,42.0,train
6784.0,0.75182277,II_V19,42.0,train
6861.0,0.31736717,II-NMF,42.0,train
6243.0,0.6316514,IIn,42.0,train
4133.0,0.66319466,IIn,42.0,train
2228.0,0.3467667,II_V19,42.0,train
8551.0,0.70771897,IIn,42.0,train
2540.0,0.48913118,II_V19,42.0,train
275.0,0.32417512,II-NMF,42.0,train
2398.0,0.32439744,II-NMF,42.0,train
2993.0,0.77477324,IIn,42.0,train
3499.0,0.3601232,II_V19,42.0,train
8627.0,0.3929443,II_V19,42.0,train
7781.0,0.26579472,II_V19,42.0,train
321.0,0.95163906,IIn,42.0,train
1281.0,0.56394047,II_V19,42.0,train
801.0,0.20935425,II-NMF,42.0,train
1917.0,0.1310954,II-NMF,42.0,train
4168.0,0.63555354,II_V19,42.0,train
6336.0,0.22395608,IIn,42.0,train
116.0,0.80116594,II_V19,42.0,train
2284.0,0.4488168,II-NMF,42.0,train
3537.0,0.41024214,II_V19,42.0,train
211.0,0.5844536,IIn,42.0,train
4238.0,0.16528364,II-NMF,42.0,train
341.0,0.9519048,IIn,42.0,train
2346.0,0.6391188,II_V19,42.0,train
7619.0,0.5723265000000001,II_V19,42.0,train
7049.0,0.34087333,II-NMF,42.0,train
5704.0,0.47365877,II_V19,42.0,train
7768.0,0.31620958,II-NMF,42.0,train
309.0,0.6214533,II_V19,42.0,train
994.0,0.25717166,II-NMF,42.0,train
4281.0,0.33635095,IIn,42.0,train
3817.0,0.30158670000000004,II_V19,42.0,train
1852.0,0.30646637,II-NMF,42.0,train
6380.0,0.18153124,II-NMF,42.0,train
3862.0,0.6619496,II_V19,42.0,train
4164.0,0.15745503,II_V19,42.0,train
1667.0,0.3754509,II-NMF,42.0,train
4132.0,0.31347746,II-NMF,42.0,train
7286.0,0.856095,II_V19,42.0,train
2697.0,0.57836884,II_V19,42.0,train
1696.0,0.6710056,II_V19,42.0,train
3678.0,0.31848413,II-NMF,42.0,train
867.0,0.4161098,II_V19,42.0,train
7266.0,0.26142642,II-NMF,42.0,train
1013.0,0.2693793,II-NMF,42.0,train
4820.0,0.4146241,II_V19,42.0,train
8250.0,0.42413107,II_V19,42.0,train
4866.0,0.29868525,II_V19,42.0,train
3783.0,0.41665432,II-NMF,42.0,train
1671.0,0.4971796,II_V19,42.0,train
5012.0,0.45478696,IIn,42.0,train
154.0,0.5130753,II_V19,42.0,train
4046.0,0.3238972,II_V19,42.0,train
1378.0,0.30398095,II-NMF,42.0,train
1255.0,0.7445916,II_V19,42.0,train
4137.0,0.18302855,IIn,42.0,train
5436.0,0.32059434,IIn,42.0,train
6471.0,0.44246757,II_V19,42.0,train
594.0,0.78285724,II_V19,42.0,train
1603.0,0.84583455,IIn,42.0,train
2634.0,0.23501915,II-NMF,42.0,train
6973.0,0.42499363,IIn,42.0,train
6782.0,0.6687423000000001,II_V19,42.0,train
8652.0,0.20245384,II_V19,42.0,train
5360.0,0.19030364,II-NMF,42.0,train
3770.0,0.49242464,II_V19,42.0,train
6665.0,0.30427572,II-NMF,42.0,train
8373.0,0.29387936,II-NMF,42.0,train
4216.0,0.74996865,II_V19,42.0,train
8174.0,0.23241986,II_V19,42.0,train
6667.0,0.15372622,II-NMF,42.0,train
2477.0,0.1991227,II-NMF,42.0,train
7253.0,0.44594,II_V19,42.0,train
7754.0,0.19521724,II-NMF,42.0,train
587.0,0.28167093,II_V19,42.0,train
8836.0,0.6542379,IIn,42.0,train
8715.0,0.25767183,II-NMF,42.0,train
8971.0,0.3693721,II_V19,42.0,train
4556.0,0.41711265,IIn,42.0,train
4850.0,0.46363375,II_V19,42.0,train
6406.0,0.355686,IIn,42.0,train
5694.0,0.31581828,IIn,42.0,train
8861.0,0.30816352,II-NMF,42.0,train
3872.0,0.6072428000000001,II_V19,42.0,train
6008.0,0.5842623,II_V19,42.0,train
4125.0,0.26076666,II-NMF,42.0,train
1161.0,0.32509714,II-NMF,42.0,train
408.0,0.7775199,IIn,42.0,train
2046.0,0.7145869,IIn,42.0,train
2903.0,0.84389687,IIn,42.0,train
8914.0,0.15755013,II-NMF,42.0,train
4652.0,0.4853176,II_V19,42.0,train
3456.0,0.28531158,II_V19,42.0,train
270.0,0.8090364999999999,IIn,42.0,train
4111.0,0.33823517,II_V19,42.0,train
6287.0,0.28950402,II-NMF,42.0,train
6376.0,0.3324438,II-NMF,42.0,train
2569.0,0.2551411,II_V19,42.0,train
5306.0,0.9435786,IIn,42.0,train
6472.0,0.33928126,II-NMF,42.0,train
7199.0,0.13552682,II-NMF,42.0,train
4050.0,0.7429363,IIn,42.0,train
1429.0,0.14911488,II-NMF,42.0,train
4073.0,0.33932617,II-NMF,42.0,train
371.0,0.7813869000000001,IIn,42.0,train
4268.0,0.26893035,II-NMF,42.0,train
6147.0,0.18566445,II-NMF,42.0,train
8462.0,0.40653646,II-NMF,42.0,train
4997.0,0.67681587,II_V19,42.0,train
7867.0,0.42872953,II_V19,42.0,train
5809.0,0.47309786,II_V19,42.0,train
8624.0,0.31596226,II_V19,42.0,train
4044.0,0.49917206,IIn,42.0,train
8622.0,0.052939802,II_V19,42.0,train
328.0,0.49399653,IIn,42.0,train
4082.0,0.7394899,IIn,42.0,train
6274.0,0.27758706,II-NMF,42.0,train
5296.0,0.8700235999999999,II_V19,42.0,train
8168.0,0.2423788,IIn,42.0,train
6262.0,0.42008594,IIn,42.0,train
6462.0,0.14864902,II-NMF,42.0,train
6803.0,0.4483999,II_V19,42.0,train
8919.0,0.25836837,IIn,42.0,train
3562.0,0.46118388,II_V19,42.0,train
1701.0,0.34877366,II-NMF,42.0,train
3780.0,0.7072223000000001,II_V19,42.0,train
6886.0,0.41685957,II_V19,42.0,train
7443.0,0.38267046,II-NMF,42.0,train
311.0,0.7074268,II_V19,42.0,train
605.0,0.28169340000000004,II-NMF,42.0,train
8310.0,0.88556224,IIn,42.0,train
7570.0,0.16561852,II_V19,42.0,train
5842.0,0.849297,II_V19,42.0,train
192.0,0.82520807,II_V19,42.0,train
3442.0,0.11298814,II-NMF,42.0,train
5194.0,0.26981422,II-NMF,42.0,train
6083.0,0.41805068,II_V19,42.0,train
229.0,0.14934716,II-NMF,42.0,train
2795.0,0.26520067,II_V19,42.0,train
5377.0,0.7497781,II_V19,42.0,train
6643.0,0.13694498,II-NMF,42.0,train
1387.0,0.37796107,II-NMF,42.0,train
7246.0,0.45171773,IIn,42.0,train
7297.0,0.78920716,II_V19,42.0,train
1331.0,0.5082422000000001,IIn,42.0,train
8216.0,0.34732231,II_V19,42.0,train
3891.0,0.5788848000000001,II_V19,42.0,train
1001.0,0.25050938,II-NMF,42.0,train
4834.0,0.49284896,Iax,52.0,train
1700.0,0.25582463,Iax,52.0,train
7565.0,0.34125254,Iax,52.0,train
8763.0,0.67764443,Iax,52.0,train
4061.0,0.61356753,Iax,52.0,train
4533.0,0.23045546,Iax,52.0,train
3948.0,0.5395631,Iax,52.0,train
6067.0,0.4078004000000001,Iax,52.0,train
1377.0,0.26745903,Iax,52.0,train
6372.0,0.45905617,Iax,52.0,train
3769.0,0.2700552,Iax,52.0,train
3851.0,0.6535783000000001,Iax,52.0,train
1972.0,0.3752905,Iax,52.0,train
3989.0,0.24675949,Iax,52.0,train
7088.0,0.3133704,Iax,52.0,train
7508.0,0.41415372,Iax,52.0,train
464.0,0.6243728000000001,Iax,52.0,train
7606.0,0.60138184,Iax,52.0,train
6934.0,0.45404124,Iax,52.0,train
7545.0,0.17943655,Iax,52.0,train
2259.0,0.37275213,Iax,52.0,train
5804.0,0.33556372,Iax,52.0,train
4641.0,0.47508165,Iax,52.0,train
5913.0,0.40130728,Iax,52.0,train
2950.0,0.291211,Iax,52.0,train
7053.0,0.17147695,Iax,52.0,train
4826.0,0.2658531,Iax,52.0,train
8235.0,0.16080338,Iax,52.0,train
7436.0,0.26186815,Iax,52.0,train
3019.0,0.38542747,Iax,52.0,train
3086.0,0.16715056,Iax,52.0,train
4887.0,0.22195151,Iax,52.0,train
7631.0,0.5530503999999999,Iax,52.0,train
2041.0,0.40472537,Iax,52.0,train
8888.0,0.4777487,Iax,52.0,train
6593.0,0.53102094,Iax,52.0,train
4999.0,0.4920612,Iax,52.0,train
1352.0,0.3898037,Iax,52.0,train
2034.0,0.57916665,Iax,52.0,train
3702.0,0.14521752,Iax,52.0,train
7747.0,0.39274433,Iax,52.0,train
2584.0,0.47454235,Iax,52.0,train
4589.0,0.3451526,Iax,52.0,train
713.0,0.34998205,Iax,52.0,train
7807.0,0.36203408,Iax,52.0,train
6549.0,0.121504664,Iax,52.0,train
1293.0,0.55252934,Iax,52.0,train
5430.0,0.5776237,Iax,52.0,train
8295.0,0.23952062,Iax,52.0,train
2210.0,0.49002206,Iax,52.0,train
1947.0,0.29414470000000004,Iax,52.0,train
4907.0,0.35043886,Iax,52.0,train
1111.0,0.41839883,Iax,52.0,train
490.0,0.47756025,Iax,52.0,train
1192.0,0.37124807,Iax,52.0,train
466.0,0.5412446999999999,Iax,52.0,train
1038.0,0.5956488,Iax,52.0,train
8889.0,0.4931674,Iax,52.0,train
4363.0,0.3867619,Iax,52.0,train
2272.0,0.4760387,Iax,52.0,train
1657.0,0.5816882,Iax,52.0,train
780.0,0.4126429,Iax,52.0,train
802.0,0.72132874,Iax,52.0,train
3889.0,0.31365370000000004,Iax,52.0,train
8871.0,0.33517808,Iax,52.0,train
1907.0,0.33992666,Iax,52.0,train
1450.0,0.70607454,Iax,52.0,train
7140.0,0.42777076,Iax,52.0,train
5713.0,0.22800726,Iax,52.0,train
5819.0,0.33821335,Iax,52.0,train
2931.0,0.54857826,Iax,52.0,train
1879.0,0.6193036999999999,Iax,52.0,train
2176.0,0.27600783,Iax,52.0,train
8366.0,0.16944541,Iax,52.0,train
6383.0,0.53406817,Iax,52.0,train
4628.0,0.53264004,Iax,52.0,train
6435.0,0.753075,Iax,52.0,train
842.0,0.34778726,Iax,52.0,train
4365.0,0.3373976,Iax,52.0,train
5575.0,0.73763484,Iax,52.0,train
5548.0,0.57543796,Iax,52.0,train
5382.0,0.18432173,Iax,52.0,train
8870.0,0.16088538,Iax,52.0,train
557.0,0.24344294,Iax,52.0,train
3008.0,0.5497514,Iax,52.0,train
6662.0,0.5448789,Iax,52.0,train
6640.0,0.5940119,Iax,52.0,train
5789.0,0.5791212,Iax,52.0,train
6180.0,0.47757873,Iax,52.0,train
7915.0,0.6120616,Iax,52.0,train
1782.0,0.6138094000000001,Iax,52.0,train
7613.0,0.42354164,Iax,52.0,train
4546.0,0.3197549000000001,Iax,52.0,train
7407.0,0.27694353,Iax,52.0,train
8261.0,0.5770683000000001,Iax,52.0,train
3787.0,0.36092278,Iax,52.0,train
555.0,0.23941037,Iax,52.0,train
1439.0,0.3644194000000001,Iax,52.0,train
5018.0,0.13766916,Iax,52.0,train
8196.0,0.46504202,Iax,52.0,train
8370.0,0.732104,Iax,52.0,train
8768.0,0.22929536,Iax,52.0,train
6326.0,0.35261240000000005,Iax,52.0,train
8095.0,0.5478251999999999,Iax,52.0,train
769.0,0.3419848,Iax,52.0,train
6403.0,0.27437425,Iax,52.0,train
2130.0,0.52395016,Iax,52.0,train
8099.0,0.15171936,Iax,52.0,train
6506.0,0.37508124,Iax,52.0,train
2959.0,0.26005262,Iax,52.0,train
5343.0,0.37368983,Iax,52.0,train
402.0,0.51209515,Iax,52.0,train
7993.0,0.42630106,Iax,52.0,train
1506.0,0.55164444,Iax,52.0,train
6941.0,0.27224204,Iax,52.0,train
5262.0,0.45588204,Iax,52.0,train
2775.0,0.5184888,Iax,52.0,train
567.0,0.45288014,Iax,52.0,train
3389.0,0.32857344,Iax,52.0,train
4258.0,0.55070734,Iax,52.0,train
5700.0,0.28581282,Iax,52.0,train
5747.0,0.73850316,Iax,52.0,train
7430.0,0.21578479,Iax,52.0,train
1051.0,0.36436623,Iax,52.0,train
1087.0,0.7253507,Iax,52.0,train
5358.0,0.3103592,Iax,52.0,train
2937.0,0.26591703,Iax,52.0,train
7924.0,0.7021448,Iax,52.0,train
2164.0,0.51125175,Iax,52.0,train
5334.0,0.33924258,Iax,52.0,train
4266.0,0.5892299,Iax,52.0,train
6295.0,0.37804762,Iax,52.0,train
237.0,0.5389484999999999,Iax,52.0,train
2280.0,0.3491115,Iax,52.0,train
4951.0,0.3114539,Iax,52.0,train
322.0,0.4050058,Iax,52.0,train
576.0,0.4774595,Iax,52.0,train
6617.0,0.5178937,Iax,52.0,train
8697.0,0.3523027,Iax,52.0,train
966.0,0.18087876,Iax,52.0,train
6597.0,0.20868257,Iax,52.0,train
7398.0,0.30015275,Iax,52.0,train
3540.0,0.59602916,Iax,52.0,train
6980.0,0.5829883000000001,Iax,52.0,train
963.0,0.7407241,Iax,52.0,train
8105.0,0.21326621,Iax,52.0,train
89.0,0.27719015,Iax,52.0,train
6269.0,0.33057374,Iax,52.0,train
5272.0,0.516695,Iax,52.0,train
623.0,0.16032301,Iax,52.0,train
6358.0,0.47007966,Iax,52.0,train
7490.0,0.713797,Iax,52.0,train
8237.0,0.093421966,Iax,52.0,train
66.0,0.31009293,Iax,52.0,train
8645.0,0.299613,Iax,52.0,train
7413.0,0.06849613,Iax,52.0,train
7938.0,0.3508584,Iax,52.0,train
6421.0,0.6031307,Iax,52.0,train
6045.0,0.37263665,Iax,52.0,train
972.0,0.39389002,Iax,52.0,train
7021.0,0.49520323,Iax,52.0,train
1340.0,0.54750776,Iax,52.0,train
7654.0,0.62205815,Iax,52.0,train
7588.0,0.4219777,Iax,52.0,train
7776.0,0.8038089,Iax,52.0,train
4205.0,0.4054974,Iax,52.0,train
7610.0,0.22685684,Iax,52.0,train
860.0,0.35132715,Iax,52.0,train
5678.0,0.4874630999999999,Iax,52.0,train
435.0,0.43667004,Iax,52.0,train
5004.0,0.3894442,Iax,52.0,train
4804.0,0.46118936,Iax,52.0,train
6817.0,0.37584668,Iax,52.0,train
2998.0,0.3038592,Iax,52.0,train
6542.0,0.097759396,Iax,52.0,train
7647.0,0.32472134,Iax,52.0,train
784.0,0.34901127,Iax,52.0,train
7200.0,0.546003,Iax,52.0,train
8690.0,0.32108590000000004,Iax,52.0,train
4479.0,0.07218384,Iax,52.0,train
2074.0,0.21850477,Iax,52.0,train
3623.0,0.18953751,Iax,52.0,train
2267.0,0.58837795,Iax,52.0,train
7323.0,0.4848644,Iax,52.0,train
837.0,0.37566593,Iax,52.0,train
2982.0,0.6638310000000001,Iax,52.0,train
3033.0,0.35873646,Iax,52.0,train
8672.0,0.48818418,Iax,52.0,train
846.0,0.17315193,Iax,52.0,train
6644.0,0.30898187,Iax,52.0,train
1408.0,0.5311798000000001,Iax,52.0,train
1937.0,0.45498484,Iax,52.0,train
5026.0,0.42245772,Iax,52.0,train
5599.0,0.4196149,Iax,52.0,train
6458.0,0.102790385,Iax,52.0,train
2962.0,0.500549,Iax,52.0,train
1756.0,0.6770054,Iax,52.0,train
8623.0,0.45886895,Iax,52.0,train
423.0,0.2435234,Iax,52.0,train
4731.0,0.3893532,Iax,52.0,train
2296.0,0.5452144,Iax,52.0,train
4163.0,0.14077966,Iax,52.0,train
5122.0,0.44168907,Iax,52.0,train
4653.0,0.150009,Iax,52.0,train
7650.0,0.4560608,Iax,52.0,train
4701.0,0.13674568,Iax,52.0,train
1652.0,0.43744898,Iax,52.0,train
3171.0,0.4394578,Iax,52.0,train
4353.0,0.4996566,Iax,52.0,train
3118.0,0.6311463,Iax,52.0,train
313.0,0.501743,Iax,52.0,train
1736.0,0.32587454,Iax,52.0,train
2726.0,0.45385474,Iax,52.0,train
1860.0,0.669297,Iax,52.0,train
2069.0,0.41202235,Iax,52.0,train
8744.0,0.36264637,Iax,52.0,train
6272.0,0.40088606,Iax,52.0,train
5422.0,0.51259094,Iax,52.0,train
4357.0,0.54779875,Iax,52.0,train
6965.0,0.6612467,Iax,52.0,train
2222.0,0.21381739,Iax,52.0,train
1436.0,0.6517195,Iax,52.0,train
1754.0,0.47802,Iax,52.0,train
2675.0,0.4161347,Iax,52.0,train
4893.0,0.5867316,Iax,52.0,train
4801.0,0.25864175,Iax,52.0,train
8342.0,0.6367939,Iax,52.0,train
7071.0,0.1264396,Iax,52.0,train
8184.0,0.6228387,Iax,52.0,train
2898.0,0.47738558,Iax,52.0,train
4967.0,0.6568712,Iax,52.0,train
3374.0,0.29432058,Iax,52.0,train
7995.0,0.562631,Iax,52.0,train
8642.0,0.43030638,Iax,52.0,train
1613.0,0.30764487,Iax,52.0,train
5673.0,0.46359307,Iax,52.0,train
4332.0,0.55001503,Iax,52.0,train
6139.0,0.36181533,Iax,52.0,train
2071.0,0.1487581,Iax,52.0,train
113.0,0.75538355,Iax,52.0,train
6531.0,0.7474267,Iax,52.0,train
7375.0,0.1433894,Iax,52.0,train
6404.0,0.26739052,Iax,52.0,train
4684.0,0.40535125,Iax,52.0,train
5671.0,0.32021132,Iax,52.0,train
4602.0,0.31118444,Iax,52.0,train
743.0,0.27600193,Iax,52.0,train
5213.0,0.5709003,Iax,52.0,train
3431.0,0.16598864,Iax,52.0,train
8537.0,0.46317562,Iax,52.0,train
8195.0,0.49608618,Iax,52.0,train
3652.0,0.360755,Iax,52.0,train
3974.0,0.7399869000000001,Iax,52.0,train
8353.0,0.39536214,Iax,52.0,train
2373.0,0.52988535,Iax,52.0,train
2256.0,0.6158294,Iax,52.0,train
6401.0,0.38117194,Iax,52.0,train
7221.0,0.5226940999999999,Iax,52.0,train
5403.0,0.4844354,Iax,52.0,train
7824.0,0.6460402,Iax,52.0,train
6419.0,0.45035842,Iax,52.0,train
5280.0,0.10418819,Iax,52.0,train
4732.0,0.55037075,Iax,52.0,train
548.0,0.25299135,Iax,52.0,train
523.0,0.54863316,Iax,52.0,train
7310.0,0.26999167,Iax,52.0,train
5482.0,0.44289964,Iax,52.0,train
4665.0,0.53602976,Iax,52.0,train
7350.0,0.6834073,Iax,52.0,train
3987.0,0.51696706,Iax,52.0,train
1194.0,0.6458471,Iax,52.0,train
4193.0,0.63363194,Iax,52.0,train
4443.0,0.63393867,Iax,52.0,train
6636.0,0.5955481,Iax,52.0,train
6834.0,0.33473400000000003,Iax,52.0,train
140.0,0.17861827,Iax,52.0,train
7191.0,0.362531,Iax,52.0,train
6994.0,0.4693063,Iax,52.0,train
8823.0,0.6631719,Iax,52.0,train
8260.0,0.6300958999999999,Iax,52.0,train
1535.0,0.5364563,Iax,52.0,train
7185.0,0.56195366,Iax,52.0,train
8041.0,0.29520953,Iax,52.0,train
2155.0,0.27789316,Iax,52.0,train
1859.0,0.5069207,Iax,52.0,train
8595.0,0.45090857,Iax,52.0,train
3607.0,0.29483044,Iax,52.0,train
1027.0,0.31031343,Iax,52.0,train
4781.0,0.40559822,Iax,52.0,train
5928.0,0.4362831,Iax,52.0,train
8452.0,0.54766977,Iax,52.0,train
7144.0,0.34909075,Iax,52.0,train
5850.0,0.23041205,Iax,52.0,train
6064.0,0.23172495,Iax,52.0,train
1101.0,0.7139373999999999,Iax,52.0,train
5636.0,0.37386385,Iax,52.0,train
3140.0,0.5437951,Iax,52.0,train
8071.0,0.45880836,Iax,52.0,train
8482.0,0.59571236,Iax,52.0,train
6169.0,0.3539736,Iax,52.0,train
8583.0,0.47003976,Iax,52.0,train
3361.0,0.08525429,Iax,52.0,train
7119.0,0.34338240000000003,Iax,52.0,train
8882.0,0.4000396,Iax,52.0,train
7973.0,0.6613709,Iax,52.0,train
1890.0,0.444414,Iax,52.0,train
4128.0,0.38552675,Iax,52.0,train
1286.0,0.30598998,Iax,52.0,train
3594.0,0.14663018,Iax,52.0,train
4848.0,0.30608207,Iax,52.0,train
1332.0,0.13271622,Iax,52.0,train
3630.0,0.3748637,Iax,52.0,train
716.0,0.23805729,Iax,52.0,train
2205.0,0.4226027,Iax,52.0,train
8021.0,0.31421176,Iax,52.0,train
1120.0,0.54243267,Iax,52.0,train
1752.0,0.22225471,Iax,52.0,train
146.0,0.40526563,Iax,52.0,train
1787.0,0.7077687,Iax,52.0,train
6661.0,0.6899758,Iax,52.0,train
6193.0,0.44545862,Iax,52.0,train
5273.0,0.19037238,Iax,52.0,train
8324.0,0.46188393,Iax,52.0,train
6171.0,0.3822998,Iax,52.0,train
7625.0,0.50446165,Iax,52.0,train
8740.0,0.7092833000000001,Iax,52.0,train
4674.0,0.589496,Iax,52.0,train
6245.0,0.103499584,Iax,52.0,train
7692.0,0.4440819,Iax,52.0,train
8111.0,0.4897867,Iax,52.0,train
2709.0,0.27048490000000003,Iax,52.0,train
159.0,0.62735814,Iax,52.0,train
2427.0,0.72705865,Iax,52.0,train
8729.0,0.37592918,Iax,52.0,train
7051.0,0.49730802,Iax,52.0,train
5255.0,0.57729393,Iax,52.0,train
6059.0,0.4843413,Iax,52.0,train
5541.0,0.3663111,Iax,52.0,train
8899.0,0.7380209,Iax,52.0,train
5546.0,0.5961022,Iax,52.0,train
6391.0,0.6968521,Iax,52.0,train
2649.0,0.519983,Iax,52.0,train
5253.0,0.335697,Iax,52.0,train
3489.0,0.49583054,Iax,52.0,train
3102.0,0.49855408,Iax,52.0,train
5179.0,0.10325536,Iax,52.0,train
8217.0,0.7560368000000001,Iax,52.0,train
8538.0,0.41540924,Iax,52.0,train
6562.0,0.3145583,Iax,52.0,train
6205.0,0.17307122,Iax,52.0,train
949.0,0.3345283,Iax,52.0,train
7468.0,0.43142053,Iax,52.0,train
786.0,0.4185603,Iax,52.0,train
2179.0,0.24772717,Iax,52.0,train
651.0,0.19453405,Iax,52.0,train
8278.0,0.3945208,Iax,52.0,train
6051.0,0.32859555,Iax,52.0,train
4748.0,0.33886048,Iax,52.0,train
517.0,0.25289708,Iax,52.0,train
4990.0,0.30817792,Iax,52.0,train
3646.0,0.62335557,Iax,52.0,train
948.0,0.5602173,Iax,52.0,train
3150.0,0.19479634,Iax,52.0,train
5855.0,0.47670126,Iax,52.0,train
654.0,0.34667754,Iax,52.0,train
8626.0,0.5680765,Iax,52.0,train
8500.0,0.45311514,Iax,52.0,train
8592.0,0.28701282,Iax,52.0,train
283.0,0.24060233,Iax,52.0,train
106.0,0.37475434,Iax,52.0,train
1738.0,0.6160512,Iax,52.0,train
5624.0,0.49510065,Iax,52.0,train
2855.0,0.5301195,Iax,52.0,train
3677.0,0.6320661999999999,Iax,52.0,train
988.0,0.6064626000000001,Iax,52.0,train
1623.0,0.5193645,Iax,52.0,train
8187.0,0.3113458,Iax,52.0,train
4616.0,0.30207872,Iax,52.0,train
8053.0,0.17987338,Iax,52.0,train
2282.0,0.27914286,Iax,52.0,train
8765.0,0.3144209,Iax,52.0,train
7456.0,0.455211,Iax,52.0,train
2770.0,0.27189764,Iax,52.0,train
3227.0,0.5241355999999999,Iax,52.0,train
4144.0,0.37901592,Iax,52.0,train
8682.0,0.2803764,Iax,52.0,train
5924.0,0.27941608,Iax,52.0,train
3219.0,0.5913708000000001,Iax,52.0,train
5748.0,0.29960927,Iax,52.0,train
3940.0,0.61872977,Iax,52.0,train
4581.0,0.6742494000000001,Iax,52.0,train
2953.0,0.3856817,Iax,52.0,train
2930.0,0.16128477,Iax,52.0,train
4273.0,0.6564598,Iax,52.0,train
3133.0,0.4759928,Iax,52.0,train
430.0,0.45269048,Iax,52.0,train
1649.0,0.36655566,Iax,52.0,train
6009.0,0.3402341,Iax,52.0,train
2573.0,0.42205477,Iax,52.0,train
3749.0,0.22478072,Iax,52.0,train
3294.0,0.51464915,Iax,52.0,train
792.0,0.40305883,Iax,52.0,train
4149.0,0.3306033,Iax,52.0,train
4877.0,0.6044232,Iax,52.0,train
6712.0,0.4691132000000001,Iax,52.0,train
14.0,0.37294748,Iax,52.0,train
4184.0,0.33078727,Iax,52.0,train
2502.0,0.5354995,Iax,52.0,train
6822.0,0.647031,Iax,52.0,train
6983.0,0.31589517,Iax,52.0,train
4476.0,0.6485407,Iax,52.0,train
2015.0,0.22857402,Iax,52.0,train
1814.0,0.5134116,Iax,52.0,train
1711.0,0.49595502,Iax,52.0,train
5315.0,0.67355317,Iax,52.0,train
2979.0,0.59867835,Iax,52.0,train
7381.0,0.29893309999999995,Iax,52.0,train
853.0,0.52625054,Iax,52.0,train
6795.0,0.54254323,Iax,52.0,train
3714.0,0.3929794,Iax,52.0,train
2304.0,0.47431448,Iax,52.0,train
2728.0,0.5993642,Iax,52.0,train
1318.0,0.4415497,Iax,52.0,train
62.0,0.34368217,Iax,52.0,train
2349.0,0.4495055,Iax,52.0,train
6858.0,0.47978252,Iax,52.0,train
4790.0,0.4554467,Iax,52.0,train
3285.0,0.3964588,Iax,52.0,train
456.0,0.33499470000000003,Iax,52.0,train
5011.0,0.41538793,Iax,52.0,train
7708.0,0.36610237,Iax,52.0,train
8909.0,0.41235363,Iax,52.0,train
734.0,0.10191009,Iax,52.0,train
6080.0,0.50144565,Iax,52.0,train
6763.0,0.5890319,Iax,52.0,train
6400.0,0.24913955,Iax,52.0,train
5580.0,0.6754501,Iax,52.0,train
4711.0,0.61135054,Iax,52.0,train
8857.0,0.5406032,Iax,52.0,train
3379.0,0.8098602,Iax,52.0,train
5106.0,0.42885262,Iax,52.0,train
8100.0,0.26462638,Iax,52.0,train
2386.0,0.53802365,Iax,52.0,train
4135.0,0.20439962,Iax,52.0,train
3709.0,0.32800093,Iax,52.0,train
2464.0,0.41047725,Iax,52.0,train
5764.0,0.6917978,Iax,52.0,train
1326.0,0.7170879,Iax,52.0,train
3777.0,0.6866569,Iax,52.0,train
5014.0,0.24421528,Iax,52.0,train
8472.0,0.2357958,Iax,52.0,train
2529.0,0.44628963,Iax,52.0,train
5896.0,0.5277891,Iax,52.0,train
1057.0,0.2563221,Iax,52.0,train
5104.0,0.43039227,Iax,52.0,train
650.0,0.50877136,Iax,52.0,train
1534.0,0.35385582,Iax,52.0,train
7880.0,0.52494997,Iax,52.0,train
811.0,0.14831711,Iax,52.0,train
5457.0,0.37587854,Iax,52.0,train
6820.0,0.39295644,Iax,52.0,train
1279.0,0.21928403,Iax,52.0,train
3727.0,0.42732358,Iax,52.0,train
453.0,0.30766618,Iax,52.0,train
3018.0,0.3081483,Iax,52.0,train
8567.0,0.49543053,Iax,52.0,train
6880.0,0.2953585,Iax,52.0,train
5015.0,0.28041646,Iax,52.0,train
2647.0,0.4531648,Iax,52.0,train
4460.0,0.5539004,Iax,52.0,train
7038.0,0.45907673,Iax,52.0,train
5909.0,0.39889485,Iax,52.0,train
7753.0,0.38780153,Iax,52.0,train
4977.0,0.59649324,Iax,52.0,train
3524.0,0.34760872,Iax,52.0,train
957.0,0.3654223,Iax,52.0,train
2723.0,0.52141124,Iax,52.0,train
1735.0,0.45078114,Iax,52.0,train
3696.0,0.6348634,Iax,52.0,train
8015.0,0.7078828,Iax,52.0,train
1966.0,0.48868367,Iax,52.0,train
606.0,0.42532602,Iax,52.0,train
